Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-8963888,"Chylomicron assembly",1,14,9.810104407539765E-4,0.06914234868424174,0.09522367650340402,2,5,3.682698681593872E-4,9606,Homo sapiens,"P4HB","","R-HSA-174786;R-HSA-174741"
R-HSA-9614399,"Regulation of localization of FOXO transcription factors",1,14,9.810104407539765E-4,0.06914234868424174,0.09522367650340402,2,5,3.682698681593872E-4,9606,Homo sapiens,"YWHAQ","","R-HSA-9614562;R-HSA-9614423"
R-HSA-1234174,"Cellular response to hypoxia",2,86,0.006026206993202999,0.07208083299775847,0.09522367650340402,1,20,0.0014730794726375489,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-1234159"
R-HSA-162592,"Integration of provirus",1,15,0.0010510826150935463,0.07389659625167799,0.09522367650340402,3,14,0.0010311556308462842,9606,Homo sapiens,"XRCC6","","R-HSA-175174;R-HSA-175258;R-HSA-175177"
R-HSA-75035,"Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex",1,15,0.0010510826150935463,0.07389659625167799,0.09522367650340402,1,5,3.682698681593872E-4,9606,Homo sapiens,"YWHAQ","","R-HSA-75016"
R-HSA-69202,"Cyclin E associated events during G1/S transition ",2,88,0.0061663513418821385,0.07498977940126073,0.09522367650340402,1,20,0.0014730794726375489,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-187574"
R-HSA-2995410,"Nuclear Envelope (NE) Reassembly",2,88,0.0061663513418821385,0.07498977940126073,0.09522367650340402,1,24,0.0017676953671650585,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-9668419"
R-HSA-9663891,"Selective autophagy",2,89,0.006236423516221708,0.07645827830875684,0.09522367650340402,4,48,0.003535390734330117,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-9646679;R-HSA-9646390;R-HSA-9646383;R-HSA-9646685"
R-HSA-69656,"Cyclin A:Cdk2-associated events at S phase entry",2,90,0.006306495690561278,0.07793595419650956,0.09522367650340402,1,19,0.0013994254990056714,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-187574"
R-HSA-1483257,"Phospholipid metabolism",4,315,0.022072734916964473,0.07821114555878039,0.09522367650340402,4,218,0.016056566251749282,9606,Homo sapiens,"ARF1;PLD3","","R-HSA-1483142;R-HSA-1676152;R-HSA-1675883;R-HSA-8870499"
R-HSA-879415,"Advanced glycosylation endproduct receptor signaling",1,16,0.0011211547894331162,0.0786268930012175,0.09522367650340402,1,4,2.9461589452750976E-4,9606,Homo sapiens,"DDOST","","R-HSA-879358"
R-HSA-1168372,"Downstream signaling events of B Cell Receptor (BCR)",2,91,0.006376567864900848,0.07942267826100491,0.09522367650340402,1,15,0.0011048096044781615,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-1168640"
R-HSA-195253,"Degradation of beta-catenin by the destruction complex",2,91,0.006376567864900848,0.07942267826100491,0.09522367650340402,1,23,0.0016940413935331812,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-2130282"
R-HSA-2565942,"Regulation of PLK1 Activity at G2/M Transition",2,92,0.006446640039240417,0.08091832274156152,0.09522367650340402,4,12,8.838476835825292E-4,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-3000319;R-HSA-2574845;R-HSA-3000310;R-HSA-2574840"
R-HSA-453276,"Regulation of mitotic cell cycle",2,92,0.006446640039240417,0.08091832274156152,0.09522367650340402,6,40,0.0029461589452750977,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-174058;R-HSA-174202;R-HSA-174203;R-HSA-174105;R-HSA-188191;R-HSA-174255"
R-HSA-174143,"APC/C-mediated degradation of cell cycle proteins",2,92,0.006446640039240417,0.08091832274156152,0.09522367650340402,6,40,0.0029461589452750977,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-174058;R-HSA-174202;R-HSA-174203;R-HSA-174105;R-HSA-188191;R-HSA-174255"
R-HSA-5632684,"Hedgehog 'on' state",2,92,0.006446640039240417,0.08091832274156152,0.09522367650340402,2,37,0.0027251970243794654,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-5635868;R-HSA-5635854"
R-HSA-9013694,"Signaling by NOTCH4",2,92,0.006446640039240417,0.08091832274156152,0.09522367650340402,1,20,0.0014730794726375489,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-9604642"
R-HSA-69052,"Switching of origins to a post-replicative state",2,93,0.006516712213579987,0.08242276091326606,0.09522367650340402,2,9,6.628857626868969E-4,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-68948;R-HSA-69016"
R-HSA-450531,"Regulation of mRNA stability by proteins that bind AU-rich elements",2,93,0.006516712213579987,0.08242276091326606,0.09522367650340402,1,26,0.0019150033144288135,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-450466"
R-HSA-5663205,"Infectious disease",11,1357,0.09508794057879616,0.08382719832818475,0.09522367650340402,13,752,0.055387788171171834,9606,Homo sapiens,"XRCC6;ARF1;TUBA1A;HNRNPK;PSMC3;RPN1;TUBA4A;DDOST;SLC25A6","","R-HSA-175174;R-HSA-180905;R-HSA-175177;R-HSA-168878;R-HSA-200879;R-HSA-9614367;R-HSA-9624033;R-HSA-9614343;R-HSA-175258;R-HSA-180603;R-HSA-9694793;R-HSA-9698926;R-HSA-180573"
R-HSA-438064,"Post NMDA receptor activation events",2,96,0.006726928736598697,0.08698758571612475,0.09522367650340402,1,39,0.00287250497164322,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-9619542"
R-HSA-380320,"Recruitment of NuMA to mitotic centrosomes",2,97,0.006797000910938267,0.08852595187472756,0.09522367650340402,2,2,1.4730794726375488E-4,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-380316;R-HSA-380508"
R-HSA-74752,"Signaling by Insulin receptor",2,97,0.006797000910938267,0.08852595187472756,0.09522367650340402,2,34,0.002504235103483833,9606,Homo sapiens,"ATP6AP1;ATP6V0E2","","R-HSA-74723;R-HSA-5252133"
R-HSA-5620912,"Anchoring of the basal body to the plasma membrane",2,99,0.006937145259617406,0.09162708961523724,0.09522367650340402,8,9,6.628857626868969E-4,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-5626228;R-HSA-5626227;R-HSA-5626220;R-HSA-5626223;R-HSA-5626681;R-HSA-5617816;R-HSA-5626699;R-HSA-5638009"
R-HSA-4086400,"PCP/CE pathway",2,99,0.006937145259617406,0.09162708961523724,0.09522367650340402,1,24,0.0017676953671650585,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-4608855"
R-HSA-111447,"Activation of BAD and translocation to mitochondria ",1,19,0.0013313713124518253,0.09267526534378345,0.09522367650340402,2,5,3.682698681593872E-4,9606,Homo sapiens,"YWHAQ","","R-HSA-139906;R-HSA-139899"
R-HSA-3270619,"IRF3-mediated induction of type I IFN",1,19,0.0013313713124518253,0.09267526534378345,0.09522367650340402,1,5,3.682698681593872E-4,9606,Homo sapiens,"XRCC6","","R-HSA-1834939"
R-HSA-5617833,"Cilium Assembly",3,210,0.014715156611309649,0.09308309001995008,0.09522367650340402,21,50,0.003682698681593872,9606,Homo sapiens,"ARF1;TUBA1A;TUBA4A","","R-HSA-5624949;R-HSA-5626228;R-HSA-5623508;R-HSA-5620918;R-HSA-5625424;R-HSA-5626227;R-HSA-5625426;R-HSA-5620914;R-HSA-5626681;R-HSA-5623513;R-HSA-5620921;R-HSA-5617816;R-HSA-5618328;R-HSA-5624952;R-HSA-5618331;R-HSA-5638009;R-HSA-5625421;R-HSA-5626220;R-HSA-5626223;R-HSA-5625416;R-HSA-5626699"
R-HSA-9711123,"Cellular response to chemical stress",3,212,0.014855300959988788,0.09509810186787704,0.09522367650340402,2,71,0.005229432127863298,9606,Homo sapiens,"PSMC3;RPN1;P4HB","","R-HSA-3341296;R-HSA-8932355"
R-HSA-1852241,"Organelle biogenesis and maintenance",4,338,0.023684394926774578,0.09522367650340402,0.09522367650340402,22,86,0.00633424173234146,9606,Homo sapiens,"ATP5F1A;ARF1;TUBA1A;TUBA4A","","R-HSA-5624949;R-HSA-5626228;R-HSA-5623508;R-HSA-5620918;R-HSA-8949580;R-HSA-5625424;R-HSA-5626227;R-HSA-5625426;R-HSA-5620914;R-HSA-5626681;R-HSA-5623513;R-HSA-5620921;R-HSA-5617816;R-HSA-5618328;R-HSA-5624952;R-HSA-5618331;R-HSA-5638009;R-HSA-5625421;R-HSA-5626220;R-HSA-5626223;R-HSA-5625416;R-HSA-5626699"
R-HSA-72766,"Translation",4,339,0.023754467101114146,0.09600058385579657,0.09600058385579657,9,99,0.007291743389555867,9606,Homo sapiens,"SEC61A1;RPN1;EIF4H;DDOST","","R-HSA-1799326;R-HSA-156823;R-HSA-72647;R-HSA-72697;R-HSA-1799329;R-HSA-72619;R-HSA-156808;R-HSA-157849;R-HSA-72621"
R-HSA-68867,"Assembly of the pre-replicative complex",2,102,0.007147361782636115,0.09633801472201453,0.09633801472201453,1,18,0.0013257715253737938,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-68825"
R-HSA-5668541,"TNFR2 non-canonical NF-kB pathway",2,104,0.007287506131315255,0.09951673709364017,0.09951673709364017,3,43,0.00316712086617073,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-5607731;R-HSA-5668481;R-HSA-5668520"
R-HSA-8939236,"RUNX1 regulates transcription of genes involved in differentiation of HSCs",2,106,0.007427650479994394,0.10272486551983862,0.10272486551983862,1,15,0.0011048096044781615,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-8957265"
R-HSA-5687128,"MAPK6/MAPK4 signaling",2,106,0.007427650479994394,0.10272486551983862,0.10272486551983862,1,40,0.0029461589452750977,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-5687112"
R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",2,108,0.0075677948286735335,0.10596149270115984,0.10596149270115984,1,39,0.00287250497164322,9606,Homo sapiens,"SLC25A6","","R-HSA-163215"
R-HSA-164938,"Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters",1,22,0.0015415878354705346,0.1065123291903759,0.1065123291903759,1,15,0.0011048096044781615,9606,Homo sapiens,"ARF1","","R-HSA-200879"
R-HSA-9020702,"Interleukin-1 signaling",2,109,0.007637867003013103,0.10759021389084111,0.10759021389084111,1,47,0.0034617367606982396,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-209061"
R-HSA-70171,"Glycolysis",2,110,0.007707939177352673,0.10922572630078187,0.10922572630078187,1,24,0.0017676953671650585,9606,Homo sapiens,"GAPDH","","R-HSA-70449"
R-HSA-163210,"Formation of ATP by chemiosmotic coupling",1,23,0.0016116600098101043,0.11107826952562638,0.11107826952562638,3,3,2.209619208956323E-4,9606,Homo sapiens,"ATP5F1A","","R-HSA-164834;R-HSA-164832;R-HSA-164840"
R-HSA-1912420,"Pre-NOTCH Processing in Golgi",1,23,0.0016116600098101043,0.11107826952562638,0.11107826952562638,2,8,5.892317890550195E-4,9606,Homo sapiens,"TMED2","","R-HSA-1912382;R-HSA-1912379"
R-HSA-111471,"Apoptotic factor-mediated response",1,23,0.0016116600098101043,0.11107826952562638,0.11107826952562638,2,28,0.0020623112616925685,9606,Homo sapiens,"C1QBP","","R-HSA-9645694;R-HSA-9645692"
R-HSA-1483255,"PI Metabolism",2,112,0.007848083526031812,0.11251668874087295,0.11251668874087295,3,89,0.006555203653237092,9606,Homo sapiens,"ARF1","","R-HSA-1676152;R-HSA-1675883;R-HSA-8870499"
R-HSA-9694516,"SARS-CoV-2 Infection",2,112,0.007848083526031812,0.11251668874087295,0.11251668874087295,1,116,0.008543860941297783,9606,Homo sapiens,"RPN1;DDOST","","R-HSA-9694793"
R-HSA-442755,"Activation of NMDA receptors and postsynaptic events",2,113,0.007918155700371382,0.11417192301913337,0.11417192301913337,3,71,0.005229432127863298,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-9610627;R-HSA-9619542;R-HSA-9610408"
R-HSA-1834941,"STING mediated induction of host immune responses",1,24,0.0016817321841496743,0.115621194809295,0.115621194809295,1,19,0.0013994254990056714,9606,Homo sapiens,"XRCC6","","R-HSA-1834939"
R-HSA-109582,"Hemostasis",7,803,0.05626795599467452,0.1160998991553247,0.1160998991553247,11,334,0.024600427193047066,9606,Homo sapiens,"TUBA1A;SLC7A8;C1QBP;PSAP;TAGLN2;MAGED2;TUBA4A","","R-HSA-158354;R-HSA-482772;R-HSA-983259;R-HSA-158311;R-HSA-481007;R-HSA-351341;R-HSA-158218;R-HSA-158251;R-HSA-158313;R-HSA-983266;R-HSA-375131"
R-HSA-5620916,"VxPx cargo-targeting to cilium",1,25,0.001751804358489244,0.12014121944766831,0.12014121944766831,5,10,7.365397363187744E-4,9606,Homo sapiens,"ARF1","","R-HSA-5623508;R-HSA-5620918;R-HSA-5620914;R-HSA-5623513;R-HSA-5620921"
R-HSA-977347,"Serine biosynthesis",1,25,0.001751804358489244,0.12014121944766831,0.12014121944766831,1,7,5.155778154231421E-4,9606,Homo sapiens,"SERINC1","","R-HSA-8932980"
R-HSA-8878159,"Transcriptional regulation by RUNX3",2,118,0.00826851657206923,0.1225413905040118,0.1225413905040118,1,47,0.0034617367606982396,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-8952408"
R-HSA-140837,"Intrinsic Pathway of Fibrin Clot Formation",1,26,0.0018218765328288137,0.12463845728632605,0.12463845728632605,5,24,0.0017676953671650585,9606,Homo sapiens,"C1QBP","","R-HSA-158354;R-HSA-158311;R-HSA-158218;R-HSA-158251;R-HSA-158313"
R-HSA-196836,"Vitamin C (ascorbate) metabolism",1,26,0.0018218765328288137,0.12463845728632605,0.12463845728632605,1,9,6.628857626868969E-4,9606,Homo sapiens,"CYB5R3","","R-HSA-198824"
R-HSA-210991,"Basigin interactions",1,26,0.0018218765328288137,0.12463845728632605,0.12463845728632605,1,10,7.365397363187744E-4,9606,Homo sapiens,"SLC7A8","","R-HSA-375131"
R-HSA-162594,"Early Phase of HIV Life Cycle",1,26,0.0018218765328288137,0.12463845728632605,0.12463845728632605,3,39,0.00287250497164322,9606,Homo sapiens,"XRCC6","","R-HSA-175174;R-HSA-175258;R-HSA-175177"
R-HSA-5607764,"CLEC7A (Dectin-1) signaling",2,120,0.00840866092074837,0.12593078071962727,0.12593078071962727,2,45,0.0033144288134344846,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-5607731;R-HSA-5607724"
R-HSA-69002,"DNA Replication Pre-Initiation",2,120,0.00840866092074837,0.12593078071962727,0.12593078071962727,1,27,0.0019886572880606908,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-68825"
R-HSA-9648025,"EML4 and NUDC in mitotic spindle formation",2,121,0.008478733095087941,0.1276339839848284,0.1276339839848284,2,5,3.682698681593872E-4,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-9648114;R-HSA-9648017"
R-HSA-168179,"Toll Like Receptor TLR1:TLR2 Cascade",2,121,0.008478733095087941,0.1276339839848284,0.1276339839848284,1,66,0.004861162259703911,9606,Homo sapiens,"PSAP","","R-HSA-168951"
R-HSA-181438,"Toll Like Receptor 2 (TLR2) Cascade",2,121,0.008478733095087941,0.1276339839848284,0.1276339839848284,1,68,0.005008470206967666,9606,Homo sapiens,"PSAP","","R-HSA-168951"
R-HSA-202424,"Downstream TCR signaling",2,124,0.00868894961810665,0.13277643413672058,0.13277643413672058,1,24,0.0017676953671650585,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-5607724"
R-HSA-9634638,"Estrogen-dependent nuclear events downstream of ESR-membrane signaling",1,29,0.002032093055847523,0.13799458010537513,0.13799458010537513,2,12,8.838476835825292E-4,9606,Homo sapiens,"DAP","","R-HSA-9632868;R-HSA-9632873"
R-HSA-164952,"The role of Nef in HIV-1 replication and disease pathogenesis",1,29,0.002032093055847523,0.13799458010537513,0.13799458010537513,1,20,0.0014730794726375489,9606,Homo sapiens,"ARF1","","R-HSA-200879"
R-HSA-2029485,"Role of phospholipids in phagocytosis",2,129,0.009039310489804499,0.14145082870798786,0.14145082870798786,1,12,8.838476835825292E-4,9606,Homo sapiens,"PLD3","","R-HSA-2029471"
R-HSA-8963898,"Plasma lipoprotein assembly",1,30,0.0021021652301870925,0.1424017980806398,0.1424017980806398,3,19,0.0013994254990056714,9606,Homo sapiens,"P4HB","","R-HSA-174786;R-HSA-174741;R-HSA-8866329"
R-HSA-373760,"L1CAM interactions",2,130,0.009109382664144069,0.14320039922468153,0.14320039922468153,2,54,0.0039773145761213815,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-445077;R-HSA-445071"
R-HSA-8949613,"Cristae formation",1,31,0.0021722374045266626,0.14678679016734297,0.14678679016734297,1,2,1.4730794726375488E-4,9606,Homo sapiens,"ATP5F1A","","R-HSA-8949580"
R-HSA-157118,"Signaling by NOTCH",3,259,0.018148693153948566,0.14719121616153874,0.14719121616153874,3,154,0.011342711939309125,9606,Homo sapiens,"PSMC3;RPN1;TMED2","","R-HSA-9604642;R-HSA-1912382;R-HSA-1912379"
R-HSA-69239,"Synthesis of DNA",2,133,0.009319599187162778,0.1484768274602808,0.1484768274602808,2,26,0.0019150033144288135,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-68948;R-HSA-69016"
R-HSA-1500931,"Cell-Cell communication",2,133,0.009319599187162778,0.1484768274602808,0.1484768274602808,1,60,0.004419238417912646,9606,Homo sapiens,"PSAP","","R-HSA-391155"
R-HSA-2500257,"Resolution of Sister Chromatid Cohesion",2,134,0.009389671361502348,0.1502445737559347,0.1502445737559347,4,8,5.892317890550195E-4,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-2484822;R-HSA-1638803;R-HSA-2468287;R-HSA-1638821"
R-HSA-5357769,"Caspase activation via extrinsic apoptotic signalling pathway",1,32,0.0022423095788662323,0.15114966690309561,0.15114966690309561,1,17,0.0012521175517419166,9606,Homo sapiens,"MAGED1","","R-HSA-374699"
R-HSA-901032,"ER Quality Control Compartment (ERQC)",1,33,0.002312381753205802,0.1554905382834414,0.1554905382834414,1,9,6.628857626868969E-4,9606,Homo sapiens,"OS9","","R-HSA-8867288"
R-HSA-9734009,"Defective Intrinsic Pathway for Apoptosis",1,33,0.002312381753205802,0.1554905382834414,0.1554905382834414,1,24,0.0017676953671650585,9606,Homo sapiens,"C1QBP","","R-HSA-9645766"
R-HSA-8850843,"Phosphate bond hydrolysis by NTPDase proteins",1,34,0.0023824539275453718,0.15980951376452535,0.15980951376452535,2,12,8.838476835825292E-4,9606,Homo sapiens,"ENTPD3","","R-HSA-8851110;R-HSA-8851129"
R-HSA-9609646,"HCMV Infection",3,270,0.018919487071683835,0.1605258442927191,0.1605258442927191,4,31,0.002283273182588201,9606,Homo sapiens,"HNRNPK;TUBA1A;TUBA4A","","R-HSA-9624033;R-HSA-9614343;R-HSA-9614367;R-HSA-9698926"
R-HSA-70326,"Glucose metabolism",2,140,0.009810104407539766,0.16093869574434294,0.16093869574434294,2,50,0.003682698681593872,9606,Homo sapiens,"GAPDH","","R-HSA-70449;R-HSA-70482"
R-HSA-68886,"M Phase",4,416,0.02915002452526102,0.16417093334573873,0.16417093334573873,13,91,0.006702511600500847,9606,Homo sapiens,"TUBA1A;PSMC3;RPN1;TUBA4A","","R-HSA-9648114;R-HSA-9648017;R-HSA-375302;R-HSA-2467809;R-HSA-2467811;R-HSA-1638803;R-HSA-9668419;R-HSA-2484822;R-HSA-174202;R-HSA-380316;R-HSA-380508;R-HSA-2468287;R-HSA-1638821"
R-HSA-114452,"Activation of BH3-only proteins",1,36,0.002522598276224511,0.16838221217200355,0.16838221217200355,2,19,0.0013994254990056714,9606,Homo sapiens,"YWHAQ","","R-HSA-139906;R-HSA-139899"
R-HSA-5619115,"Disorders of transmembrane transporters",3,278,0.019480064466400392,0.17045072756331847,0.17045072756331847,4,87,0.006407895705973337,9606,Homo sapiens,"OS9;PSMC3;RPN1","","R-HSA-8866854;R-HSA-8866858;R-HSA-8866857;R-HSA-8866856"
R-HSA-69620,"Cell Cycle Checkpoints",3,280,0.019620208815079532,0.17295992404784588,0.17295992404784588,4,56,0.004124622523385137,9606,Homo sapiens,"PSMC3;YWHAQ;RPN1","","R-HSA-69600;R-HSA-8852354;R-HSA-75016;R-HSA-264458"
R-HSA-8878166,"Transcriptional regulation by RUNX2",2,147,0.010300609627916754,0.17358696355876413,0.17358696355876413,4,84,0.006186933785077705,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-8939801;R-HSA-9008475;R-HSA-9008110;R-HSA-9009362"
R-HSA-202403,"TCR signaling",2,147,0.010300609627916754,0.17358696355876413,0.17358696355876413,1,52,0.003830006628857627,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-5607724"
R-HSA-5663220,"RHO GTPases Activate Formins",2,149,0.010440753976595893,0.17723103097279935,0.17723103097279935,1,27,0.0019886572880606908,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-5666169"
R-HSA-1632852,"Macroautophagy",2,150,0.010510826150935463,0.17905771356790223,0.17905771356790223,4,87,0.006407895705973337,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-9646679;R-HSA-9646390;R-HSA-9646383;R-HSA-9646685"
R-HSA-69206,"G1/S Transition",2,150,0.010510826150935463,0.17905771356790223,0.17905771356790223,1,61,0.004492892391544523,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-187574"
R-HSA-166016,"Toll Like Receptor 4 (TLR4) Cascade",2,151,0.010580898325275033,0.18088739207018212,0.18088739207018212,1,95,0.0069971274950283565,9606,Homo sapiens,"PSAP","","R-HSA-166041"
R-HSA-1855204,"Synthesis of IP3 and IP4 in the cytosol",1,39,0.0027328147992432207,0.18107974621404088,0.18107974621404088,1,12,8.838476835825292E-4,9606,Homo sapiens,"PLD3","","R-HSA-1855214"
R-HSA-5688426,"Deubiquitination",3,289,0.02025085838413566,0.1843813902185376,0.1843813902185376,4,77,0.005671355969654563,9606,Homo sapiens,"UCHL1;PSMC3;RPN1","","R-HSA-5689539;R-HSA-5665854;R-HSA-5665871;R-HSA-5690319"
R-HSA-390522,"Striated Muscle Contraction",1,40,0.0028028869735827904,0.18526961499797667,0.18526961499797667,4,4,2.9461589452750976E-4,9606,Homo sapiens,"TMOD1","","R-HSA-390597;R-HSA-390598;R-HSA-390593;R-HSA-390595"
R-HSA-390471,"Association of TriC/CCT with target proteins during biosynthesis",1,40,0.0028028869735827904,0.18526961499797667,0.18526961499797667,1,2,1.4730794726375488E-4,9606,Homo sapiens,"GAPDH","","R-HSA-390470"
R-HSA-8980692,"RHOA GTPase cycle",2,154,0.010791114848293742,0.1863936399185987,0.1863936399185987,2,6,4.419238417912646E-4,9606,Homo sapiens,"ATP6AP1;C1QBP","","R-HSA-9013004;R-HSA-9013009"
R-HSA-9707564,"Cytoprotection by HMOX1",2,158,0.011071403545652022,0.19377267381247631,0.19377267381247631,1,37,0.0027251970243794654,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-8932355"
R-HSA-432720,"Lysosome Vesicle Biogenesis",1,43,0.0030131034966014996,0.1977127742126027,0.1977127742126027,2,8,5.892317890550195E-4,9606,Homo sapiens,"ARF1","","R-HSA-432706;R-HSA-432712"
R-HSA-140877,"Formation of Fibrin Clot (Clotting Cascade)",1,43,0.0030131034966014996,0.1977127742126027,0.1977127742126027,5,61,0.004492892391544523,9606,Homo sapiens,"C1QBP","","R-HSA-158354;R-HSA-158311;R-HSA-158218;R-HSA-158251;R-HSA-158313"
R-HSA-9612973,"Autophagy",2,166,0.01163198094036858,0.20864155346340874,0.20864155346340874,4,108,0.007954629152242763,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-9646679;R-HSA-9646390;R-HSA-9646383;R-HSA-9646685"
R-HSA-3858494,"Beta-catenin independent WNT signaling",2,166,0.01163198094036858,0.20864155346340874,0.20864155346340874,1,51,0.0037563526552257492,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-4608855"
R-HSA-446652,"Interleukin-1 family signaling",2,167,0.01170205311470815,0.2105091955875601,0.2105091955875601,1,80,0.005892317890550195,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-209061"
R-HSA-9609507,"Protein localization",2,170,0.011912269637726859,0.21612255567242067,0.21612255567242067,3,53,0.0039036606024895042,9606,Homo sapiens,"ATP5F1A;SLC25A6","","R-HSA-1268022;R-HSA-1955380;R-HSA-1299481"
R-HSA-6807070,"PTEN Regulation",2,171,0.011982341812066429,0.2179969367479988,0.2179969367479988,1,56,0.004124622523385137,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-8850992"
R-HSA-453279,"Mitotic G1 phase and G1/S transition",2,173,0.012122486160745568,0.22175020642632992,0.22175020642632992,1,99,0.007291743389555867,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-187574"
R-HSA-6811438,"Intra-Golgi traffic",1,49,0.0034335365426389182,0.2220394476081421,0.2220394476081421,3,10,7.365397363187744E-4,9606,Homo sapiens,"ARF1","","R-HSA-8847875;R-HSA-8847883;R-HSA-8847880"
R-HSA-69306,"DNA Replication",2,174,0.012192558335085138,0.22362896909004804,0.22362896909004804,3,53,0.0039036606024895042,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-68948;R-HSA-68825;R-HSA-69016"
R-HSA-983169,"Class I MHC mediated antigen processing & presentation",4,474,0.033214210636956065,0.22435783334546688,0.22435783334546688,11,48,0.003535390734330117,9606,Homo sapiens,"PDIA3;SEC61A1;PSMC3;RPN1","","R-HSA-983150;R-HSA-1236947;R-HSA-8863973;R-HSA-8951499;R-HSA-983148;R-HSA-1236935;R-HSA-983146;R-HSA-983161;R-HSA-1236970;R-HSA-1236971;R-HSA-983142"
R-HSA-2871837,"FCERI mediated NF-kB activation",2,175,0.012262630509424707,0.22550906732114495,0.22550906732114495,1,19,0.0013994254990056714,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-5607724"
R-HSA-4570464,"SUMOylation of RNA binding proteins",1,51,0.0035736808913180576,0.22998552626345958,0.22998552626345958,1,4,2.9461589452750976E-4,9606,Homo sapiens,"HNRNPK","","R-HSA-4570499"
R-HSA-449147,"Signaling by Interleukins",5,643,0.04505640810034335,0.23237803867548945,0.23237803867548945,5,493,0.036311409000515577,9606,Homo sapiens,"ARF1;PSMC3;RPN1;P4HB","","R-HSA-8950456;R-HSA-8950173;R-HSA-209061;R-HSA-8950113;R-HSA-8950183"
R-HSA-195258,"RHO GTPase Effectors",3,326,0.02284352883469974,0.23321585836091263,0.23321585836091263,3,113,0.00832289902040215,9606,Homo sapiens,"TUBA1A;YWHAQ;TUBA4A","","R-HSA-75016;R-HSA-5666169;R-HSA-5672329"
R-HSA-69242,"S Phase",2,180,0.012612991381122556,0.2349274592078585,0.2349274592078585,4,54,0.0039773145761213815,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-75825;R-HSA-187574;R-HSA-68948;R-HSA-69016"
R-HSA-9010553,"Regulation of expression of SLITs and ROBOs",2,183,0.012823207904141265,0.2405906723247413,0.2405906723247413,1,20,0.0014730794726375489,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-9011313"
R-HSA-8963899,"Plasma lipoprotein remodeling",1,56,0.003924041763015906,0.24950219611560598,0.24950219611560598,1,31,0.002283273182588201,9606,Homo sapiens,"P4HB","","R-HSA-9737780"
R-HSA-168898,"Toll-like Receptor Cascades",2,188,0.013173568775839114,0.25004466797470226,0.25004466797470226,4,185,0.013625985121897326,9606,Homo sapiens,"PSAP","","R-HSA-168951;R-HSA-5432852;R-HSA-166041;R-HSA-5432814"
