Gene Name	deltaFC_Female	interaction_padj_Female	FC_Female_6hr_TGvsDMSO	padj_Female_6hr_TGvsDMSO	FC_Female_12hr_TGvsDMSO	padj_Female_12hr_TGvsDMSO
Lss	0.18524926	0.224054293	1.151394696	5.84E-70	1.336643956	2.79E-71
Lst1	-1.017223171	0.539665267	-1.012110318	0.129179078	-2.029333489	0.011426352
Lta	0.290342043	NA	0.214214394	0.871012159	0.504556437	0.694865681
Lta4h	0.178984404	0.34038492	-0.091875965	0.327291313	0.087108439	0.418544673
Ltb	-0.417644045	NA	2.03667443	0.272735999	1.619030385	0.555188112
Ltbp1	-1.43878009	0.176948497	-0.379367708	0.539847993	-1.818147798	0.001555125
Ltbp2	-0.909665786	0.021332715	-0.792827913	7.34E-05	-1.702493699	9.42E-13
Ltbp3	-0.353015389	0.024594644	-0.275364304	0.00100719	-0.628379694	7.05E-12
Ltbp4	-0.813515789	0.12252097	-1.423259757	4.74E-09	-2.236775546	2.51E-15
Ltbr	0.32643194	0.112706432	0.203218244	0.054879304	0.529650184	2.82E-06
Ltf	2.406159043	NA	-3.347322321	0.150219411	-0.941163278	0.735630938
Ltk	0.09035334	0.907514818	-0.67628564	0.00709424	-0.585932301	0.041951378
Ltn1	0.017142215	0.950707724	0.093865754	0.314846455	0.111007969	0.28307485
Ltv1	0.19693698	0.300315391	0.831005615	5.51E-26	1.027942595	2.52E-29
Luc7l	-0.211631291	0.387964549	0.558343747	4.66E-08	0.346712457	0.004486701
Luc7l2	-0.22463248	0.190437169	0.610770496	1.21E-15	0.386138016	1.88E-05
Luc7l3	-0.530226659	0.023049044	0.003223011	0.985326628	-0.527003647	0.000185407
Lum	-1.454467423	0.336103855	-0.706130543	0.407177947	-2.160597966	0.001941767
Lurap1	-0.300667395	0.58932702	-0.248575261	0.297223802	-0.549242656	0.034492894
Lurap1l	-0.116265262	0.649301453	-0.949314427	1.81E-26	-1.065579688	1.30E-24
Luzp1	-0.135626916	0.522721162	-0.096503515	0.316125035	-0.232130431	0.020011432
Luzp2	0.437426861	0.54433278	-0.048327101	0.902800339	0.389099761	0.274311894
Lvrn	-3.372689685	NA	2.148922728	0.344017393	-1.223766958	0.648197404
Lxn	-0.080873371	0.861879452	-0.598459405	4.48E-05	-0.679332776	5.92E-05
Ly6a	2.328080483	NA	-4.095203071	0.000257185	-1.767122588	0.06086978
Ly6c1	1.603808629	NA	-3.757271136	0.002841348	-2.153462507	0.094928531
Ly6e	-0.022349062	0.945166829	-0.694990443	7.83E-14	-0.717339504	2.51E-11
Ly6g5b	-0.73266943	NA	1.718168249	0.053343159	0.985498818	0.355387674
Ly6g6d	-0.509716551	NA	-0.724655035	0.676653864	-1.234371587	0.52375928
Ly6h	-1.29528423	0.03869905	-1.384826475	3.76E-06	-2.680110705	6.74E-13
Ly75	0.402466988	0.335142446	-0.526731711	0.004083631	-0.124264723	0.620906856
Ly86	-0.526399518	0.716164139	-1.810563689	0.000647189	-2.336963207	3.44E-05
Ly9	-0.91997676	0.581832647	-0.675775877	0.3640011	-1.595752638	0.038710133
Ly96	0.265725076	0.539026042	-0.263732096	0.157539324	0.001992981	0.99472607
Lyar	0.236200955	0.332217139	0.207547999	0.065535267	0.443748955	0.000258692
Lyl1	-0.864775964	NA	-0.373745556	0.768978573	-1.23852152	0.2979582
Lyn	0.171115423	0.663606934	-0.191767555	0.235274271	-0.020652133	0.926457147
Lynx1	-1.850625274	0.149380453	-0.510346288	0.441948288	-2.360971562	0.00158539
Lypd1	0.738985035	NA	-1.799665118	0.265746045	-1.060680083	0.602274271
Lypd6	0.798245338	NA	-2.34914202	0.042639334	-1.550896682	0.400872417
Lypd8	0.121866063	NA	-0.976210457	0.286923936	-0.854344394	0.467648131
Lypla1	0.428626984	0.126484137	-0.026568697	0.886221575	0.402058287	0.011653632
Lypla2	0.101456212	0.6281269	-0.041339516	0.68191443	0.060116696	0.574609589
Lyplal1	0.032627894	0.925023781	-0.503342705	1.47E-06	-0.47071481	0.000101117
Lyrm1	0.442705464	0.465779696	0.00724725	0.983501868	0.449952714	0.148320665
Lyrm2	0.214183281	0.4063935	0.036894092	0.79897877	0.251077374	0.0571164
Lyrm4	0.120391612	0.735643082	0.424200467	0.000612948	0.544592079	0.000118824
Lyrm5	0.267432486	0.350292171	0.049189659	0.760817228	0.316622146	0.03253862
Lyrm7	0.005935581	0.994035316	0.305777918	0.188905265	0.311713499	0.246778652
Lyrm9	0.042578667	0.869616709	-0.206060479	0.014614846	-0.163481812	0.102210505
Lysmd1	-0.171222668	0.833108823	0.109822588	0.752840711	-0.06140008	0.881441252
Lysmd2	-0.211972895	0.403694321	-0.039132999	0.782520343	-0.251105894	0.053712704
Lysmd3	-0.177605508	0.549877121	0.735409953	7.42E-11	0.557804445	2.24E-05
Lysmd4	0.021198899	0.95413449	0.000997349	0.994689841	0.022196248	0.893303755
Lyst	0.049404139	0.864999651	0.167604271	0.093352958	0.21700841	0.050715197
Lyve1	-0.69264148	0.083837867	-1.197084379	2.45E-10	-1.889725858	7.69E-18
Lyz2	0.203586023	0.629592365	-1.636895149	1.33E-26	-1.433309126	4.29E-17
Lyzl4	0.627113804	NA	1.815807829	0.095448236	2.442921633	0.091859362
Lzic	-0.003881896	0.99257133	0.275751594	0.018435221	0.271869698	0.042410608
Lztfl1	-0.107526889	0.755763311	0.278881474	0.024884165	0.171354584	0.254775995
Lztr1	0.595932162	2.08E-07	0.595754854	1.06E-18	1.191687016	8.39E-55
Lzts1	1.713356302	0.051582059	0.678427069	0.124486458	2.391783371	1.03E-05
Lzts2	-0.310253542	0.121482115	-0.04546787	0.715150768	-0.355721412	0.001535348
Lzts3	-0.503041864	0.006716292	0.172568357	0.114899457	-0.330473508	0.006105653
M6pr	0.285437514	0.023340481	-0.018774268	0.833224497	0.266663247	0.000485177
Maats1	0.101559946	0.918326678	-0.196652752	0.596915248	-0.095092806	0.835054246
Mab21l1	4.003644732	NA	-0.637429169	0.69016118	3.366215562	0.077808997
Mab21l2	0.658230522	NA	-0.658230522	0.756340508	0	1
Mab21l3	2.428155563	NA	2.451206192	0.00288453	4.879361756	0.000851462
Macc1	1.626819434	NA	-0.295361839	0.860044057	1.331457596	0.455636056
Macf1	-0.264720618	0.239576879	0.112814605	0.340433419	-0.151906014	0.240565953
Macrod1	0.092489913	0.804086531	-0.463213128	0.000266526	-0.370723215	0.012493064
Macrod2	-0.13631322	0.715462012	0.260570764	0.064624435	0.124257543	0.480822013
Mad1l1	-0.15576261	0.545224252	-0.133746012	0.235313776	-0.289508622	0.016178068
Mad2l1	0.439900059	0.404435956	-0.509007272	0.029430928	-0.069107213	0.834389327
Mad2l1bp	0.114114299	0.763054737	0.195675838	0.171461077	0.309790138	0.048614188
Mad2l2	0.256725929	0.254452229	-0.051825634	0.688340103	0.204900296	0.10133942
Madcam1	0.276958905	NA	-2.0893047	0.134633473	-1.812345795	0.334043845
Madd	0.053207098	0.804688447	0.471552366	1.91E-11	0.524759463	8.27E-11
Maea	0.067623019	0.74330055	0.312661312	7.90E-06	0.380284331	2.07E-06
Maf	-0.228632523	0.932604428	-4.086566238	4.62E-07	-4.315198761	1.87E-06
Maf1	-0.177355789	0.278024003	0.464937494	3.34E-11	0.287581705	0.00059116
Mafa	-1.459550912	5.41E-12	-1.356650745	2.77E-26	-2.816201657	9.97E-83
Mafb	-1.49519126	3.19E-15	0.260718119	0.045147374	-1.234473141	1.13E-19
Maff	0.659252849	0.001353913	0.49540725	1.63E-05	1.154660098	2.90E-19
Mafg	0.02973341	0.907542966	0.260925041	0.001201816	0.290658451	0.001563015
Mafk	0.399310962	0.004163408	0.671918417	4.76E-20	1.071229379	3.86E-37
Mag	1.054635373	NA	-0.784692778	0.650650446	0.269942595	0.894920262
Maged1	-0.163291667	0.357434663	-0.394149856	1.32E-07	-0.557441524	4.74E-11
Maged2	-0.263518683	0.150552565	-0.529782775	2.89E-10	-0.793301458	1.12E-16
Magee1	-0.177963906	0.380100084	-1.278904201	1.82E-56	-1.456868106	6.13E-54
Magee2	0.759416937	0.490117516	-1.088347836	0.02074277	-0.328930899	0.582807747
Magef1	-0.235511058	0.402687139	0.099672448	0.48286239	-0.13583861	0.389682906
Mageh1	-0.021565218	0.90790207	-0.434945286	3.78E-15	-0.456510504	9.11E-13
Magel2	-2.048060741	NA	3.169639715	0.090533011	1.121578974	0.566946382
Magi1	-0.18012222	0.440518148	-0.157754443	0.1361062	-0.337876663	0.002645381
Magi2	-0.235444697	0.227305176	-0.101979945	0.315051017	-0.337424642	0.001089852
Magi3	-0.466514529	0.188993741	-0.107321229	0.600317594	-0.573835758	0.003010182
Magix	0.782508017	NA	-1.493637491	0.210055991	-0.711129474	0.663528695
Magoh	0.21377564	0.198559351	0.274919022	0.000369641	0.488694663	1.27E-08
Magohb	-0.006053035	0.992462717	0.172847043	0.387364599	0.166794009	0.470430999
Magt1	0.145815028	0.541182731	0.306370529	0.001238643	0.452185557	2.01E-05
Mak	0.443973741	NA	0.588868341	0.677855765	1.032842083	0.508036214
Mak16	0.111991551	0.578985091	0.560010643	4.90E-14	0.672002194	3.54E-15
Mal	-1.046328428	NA	-0.177950583	0.89349118	-1.22427901	0.424915309
Mal2	0.834342902	0.000358897	0.133491101	0.397990112	0.967834003	1.72E-10
Malat1	-0.249807162	0.789338859	-0.269658288	0.480823533	-0.51946545	0.191173408
Mall	-1.007059507	0.510637858	-1.221892547	0.073855333	-2.228952054	0.000997658
Malsu1	-0.032436218	0.952013751	0.251608694	0.144638306	0.219172475	0.274656425
Malt1	-0.05927427	0.863440834	-0.162098325	0.180828197	-0.221372595	0.098206506
Mamdc2	3.783462238	0.000624321	1.515091611	0.000525963	5.298553848	2.36E-10
Mamdc4	0.034020945	0.9743428	0.160101107	0.676766742	0.194122052	0.6344724
Maml1	0.033843077	0.903961952	0.221133955	0.013582263	0.254977032	0.012823678
Maml2	-0.372375702	0.468423933	-0.152797991	0.552386083	-0.525173692	0.038597744
Maml3	-0.199844892	0.312983681	-0.611234752	1.71E-13	-0.811079644	1.66E-17
Mamld1	-0.538917019	0.07301505	-0.130893714	0.458922959	-0.669810733	0.000112563
Mamstr	1.088003377	NA	-1.698898183	0.088432569	-0.610894806	0.624151917
Man1a	0.576817459	1.16E-05	0.200145617	0.015194774	0.776963076	3.20E-19
Man1a2	-0.048164766	0.83739253	-0.323880499	2.15E-05	-0.372045265	1.99E-05
Man1b1	0.249994558	0.026317032	0.254123897	1.48E-05	0.504118456	1.03E-14
Man1c1	-0.197085135	0.309947546	-0.394581959	2.22E-06	-0.591667093	4.14E-10
Man2a1	-0.010621335	0.974472377	-0.292837282	0.001971362	-0.303458617	0.005321093
Man2a2	0.216506885	0.121635711	-0.249799263	0.000232269	-0.033292378	0.726556811
Man2b1	-0.215363446	0.188363175	-0.473605482	1.29E-10	-0.688968928	1.57E-16
Man2b2	-0.013870341	0.967857924	-0.62804553	5.85E-11	-0.641915871	6.83E-09
Man2c1	-0.25265672	0.089079172	-0.037360694	0.692729958	-0.290017415	0.000569956
Man2c1os	0.481738711	0.498356908	0.191580088	0.580180668	0.673318799	0.05510508
Manba	-0.061413166	0.820114245	-0.67416159	7.42E-15	-0.735574756	1.50E-13
Manbal	0.215639206	0.424807309	0.385792468	0.000676654	0.601431674	2.36E-06
Manea	0.152164774	0.672442234	0.127146822	0.412160057	0.279311596	0.080701247
Maneal	-0.071977649	0.783966764	-0.260260966	0.004138327	-0.332238615	0.001252894
Manf	0.070224237	0.763167035	1.221936714	1.12E-59	1.292160951	1.39E-50
Mansc1	0.579121237	0.079773286	-1.004605076	2.48E-10	-0.425483839	0.030205679
Mansc4	0.7488818	NA	-0.978439807	0.668202543	-0.229558007	0.934249756
Maoa	0.495621117	0.019962362	-0.124202425	0.340460093	0.371418692	0.005260048
Maob	-0.488342372	0.000223269	-0.879171802	1.16E-33	-1.367514174	1.98E-60
Map10	0.467185052	0.042768626	0.244499916	0.044434815	0.711684968	1.65E-07
Map1a	-0.365122478	0.504186294	-1.001268621	2.68E-06	-1.366391099	2.59E-08
Map1b	-0.006917691	0.983062987	0.48699494	6.85E-08	0.480077249	4.26E-06
Map1lc3a	0.221922449	0.367549756	0.097716282	0.43339917	0.319638731	0.010573758
Map1lc3b	0.274579726	0.08101461	0.088229459	0.327661479	0.362809184	4.46E-05
Map1s	-0.214838105	0.337675362	-0.075241764	0.52532158	-0.290079869	0.011694233
Map2	-0.559414966	0.000610217	-0.468958627	3.44E-07	-1.028373593	1.13E-23
Map2k1	0.09445507	0.615641394	0.198722428	0.006555237	0.293177498	0.000329983
Map2k2	0.005551885	0.987170757	0.154956284	0.145197864	0.160508169	0.185936588
Map2k3	0.3380617	0.101376026	0.511893488	1.97E-07	0.849955188	2.32E-14
Map2k3os	0.240152671	0.611517834	1.734121187	1.36E-24	1.974273857	3.64E-24
Map2k4	0.004409534	0.989412942	-0.214225135	0.035940095	-0.209815601	0.075559662
Map2k5	0.094813949	0.765216038	0.162305361	0.176965739	0.25711931	0.05100316
Map2k6	-0.682404775	0.247527237	-0.666109278	0.014053928	-1.348514052	1.05E-05
Map2k7	-0.064968078	0.750141077	0.127504621	0.090765049	0.062536543	0.505421475
Map3k1	-0.234425391	0.283849035	-0.379782494	8.44E-05	-0.614207885	1.55E-08
Map3k10	0.137238188	0.550953339	0.228981406	0.0145422	0.366219594	0.000402601
Map3k11	-0.107134388	0.679982628	0.224561442	0.022945837	0.117427054	0.336683106
Map3k12	-0.444897086	0.001059112	-0.275795368	0.000354793	-0.720692454	3.65E-17
Map3k13	0.135397492	0.820114245	0.164244601	0.503898367	0.299642092	0.230457895
Map3k14	-0.672993539	0.000518091	0.281481404	0.01390627	-0.391512135	0.002932467
Map3k15	-0.449488168	0.014749105	-0.325603436	0.001127916	-0.775091604	1.27E-12
Map3k19	-0.840949235	0.101376026	-0.933139397	0.000174853	-1.774088633	2.64E-10
Map3k2	-0.107118669	0.75911889	0.114486083	0.419484989	0.007367414	0.969883556
Map3k3	-0.159545491	0.365066417	0.567309261	5.68E-15	0.40776377	1.61E-06
Map3k4	-0.405172242	0.002128608	-0.094845778	0.258584889	-0.50001802	1.75E-09
Map3k5	-0.443820585	0.013379318	0.113165885	0.305006894	-0.330654699	0.003329155
Map3k6	0.713744965	0.410576707	-0.370508672	0.392654224	0.343236293	0.47905909
Map3k7	0.059225684	0.798905517	0.042078828	0.675328267	0.101304512	0.315913355
Map3k8	-0.205176377	0.840917918	0.732637541	0.035047556	0.527461164	0.218188074
Map3k9	0.13853747	0.451074161	-0.325206067	1.48E-05	-0.186668598	0.039788151
Map4	0.206276523	0.120313734	0.628252837	3.31E-25	0.83452936	5.26E-33
Map4k1	-0.54914282	0.60112487	0.123832081	0.824200742	-0.425310739	0.401911017
Map4k2	-0.314798108	0.0361103	0.017141549	0.871243204	-0.297656559	0.000922478
Map4k3	-0.045502148	0.875389782	-0.188633386	0.049587328	-0.234135534	0.030205679
Map4k4	-0.264004587	0.069842086	0.247450027	0.000736306	-0.01655456	0.88184495
Map4k5	-0.306680934	0.057369176	0.058402636	0.565699256	-0.248278298	0.009736416
Map6	-0.165488786	0.546274695	-0.363897853	0.00072956	-0.529386638	1.48E-05
Map6d1	2.824553225	NA	1.2422512	0.295210386	4.066804424	0.005218137
Map7	-0.124493454	0.356467134	0.059952741	0.376910749	-0.064540713	0.399094317
Map7d1	-0.26432353	0.197161857	-0.479083684	2.39E-07	-0.743407214	1.36E-12
Map7d2	-0.13123459	0.602314063	-0.340400644	0.000357496	-0.471635234	1.43E-05
Map9	0.003992131	0.991640112	0.269528336	0.013998216	0.273520467	0.029715203
Mapk1	-0.017223978	0.922635146	-0.038170118	0.571165256	-0.055394096	0.443301183
Mapk10	-0.369827472	0.017678892	0.172915465	0.051165984	-0.196912007	0.04945735
Mapk11	0.040287129	0.951545984	-0.321119782	0.127466517	-0.280832653	0.250667073
Mapk12	-0.230008534	0.817988046	-0.897119214	0.009506473	-1.127127748	0.004058305
Mapk13	-0.060981798	0.925507309	-0.412930968	0.045193714	-0.473912767	0.054052662
Mapk14	-0.00700415	0.97478892	0.534814006	2.45E-19	0.527809856	2.10E-14
Mapk15	-1.508973055	1.50E-27	-0.656725588	2.16E-14	-2.165698643	5.03E-99
Mapk1ip1	-0.118780474	0.633678422	0.031861392	0.796946266	-0.086919082	0.487061533
Mapk1ip1l	0.086630807	0.725009947	0.087845949	0.382937476	0.174476756	0.097347364
Mapk3	-0.220573098	0.18531356	-0.639742325	4.69E-18	-0.860315423	2.93E-24
Mapk4	0.230819068	0.562114188	1.208870226	2.82E-16	1.439689294	2.47E-17
Mapk6	0.248879792	0.114103573	0.110640753	0.191409162	0.359520545	3.61E-05
Mapk7	0.248323224	0.296824248	-0.153715886	0.185543447	0.094607339	0.503190306
Mapk8	-0.07887839	0.725512394	0.495459812	5.87E-11	0.416581422	2.46E-06
Mapk8ip1	-0.169807283	0.385433806	-0.2992777	0.00034723	-0.469084983	6.10E-07
Mapk8ip2	-0.203051822	0.209068133	-0.428865357	2.69E-09	-0.631917179	1.32E-14
Mapk8ip3	-0.370749215	0.094337976	0.611744922	7.78E-09	0.240995707	0.068024095
Mapk9	0.133342327	0.426420316	-0.048814641	0.575126632	0.084527686	0.352488962
Mapkap1	0.086851197	0.743862404	0.058609986	0.610825025	0.145461183	0.206840545
Mapkapk2	0.053573643	0.798905517	0.388345239	1.77E-08	0.441918881	2.38E-08
Mapkapk3	-0.06200544	0.902313049	0.792485996	1.49E-07	0.730480556	3.92E-05
Mapkapk5	0.06788214	0.759286817	0.572013074	2.91E-15	0.639895214	2.26E-14
Mapkbp1	-0.397673537	0.014738449	-0.171551799	0.066282042	-0.569225336	5.42E-09
Mapre1	0.077256004	0.787582317	0.048569597	0.698084095	0.125825601	0.313461358
Mapre2	-0.080299117	0.690128896	-0.34633344	1.20E-06	-0.426632556	1.60E-07
Mapre3	-0.364069823	0.008800617	-0.352593272	2.14E-06	-0.716663094	6.74E-18
Mapt	-0.126208026	0.546564146	-0.36756649	5.31E-06	-0.493774515	7.61E-08
Marc1	-4.315612735	NA	3.65016578	0.485706681	-0.665446955	0.9184149
Marc2	0.264616894	0.181680688	0.019602813	0.876364375	0.284219707	0.009012674
March1	-0.835576577	0.573704516	-0.687178352	0.301783641	-1.522754929	0.024187884
March11	0.635675562	0.549582529	0.789694839	0.075315911	1.425370401	0.003426326
March2	0.096824142	0.734266173	-0.266268004	0.008783288	-0.169443861	0.17145765
March3	-0.066648115	0.893491694	0.257691174	0.11951842	0.191043059	0.340680153
March4	-0.284222936	0.202621413	-0.994826805	1.41E-24	-1.279049741	5.25E-30
March5	0.212886191	0.046951114	0.863319796	1.55E-63	1.076205987	4.36E-74
March6	-0.032269396	0.921260124	0.54933628	1.39E-08	0.517066884	4.09E-06
March7	-0.053022976	0.894801616	0.133557247	0.352912877	0.080534271	0.637850779
March8	0.218421547	0.027381561	0.122259999	0.025133702	0.340681546	4.15E-09
March9	0.039551258	0.919876536	-0.040264759	0.801166689	-0.0007135	0.997801585
Marcks	-0.115690492	0.73822171	-0.617428826	1.20E-07	-0.733119318	4.52E-08
Marcksl1	-0.119620589	0.884403718	-1.333177075	5.52E-08	-1.452797664	3.70E-07
Marcksl1-ps4	-0.706867727	0.090828343	-0.320513273	0.151071707	-1.027381	1.32E-05
Marf1	-0.039322304	0.902306526	-0.017694088	0.895601063	-0.057016391	0.677634115
Mark1	0.011684765	0.969225935	-0.130966283	0.166746429	-0.119281518	0.277203971
Mark2	-0.230846084	0.052717052	-0.106650337	0.10457772	-0.337496421	7.96E-07
Mark3	-0.044419596	0.770398722	0.322473627	1.25E-10	0.278054031	2.09E-06
Mark4	-0.304070829	0.046485708	0.01177153	0.912504095	-0.292299299	0.001299141
Mars	0.01476039	0.949667347	0.618447521	1.35E-21	0.633207911	3.08E-17
Mars2	0.200398461	0.684896004	0.296124549	0.133658868	0.496523009	0.018973141
Marveld1	0.148933285	0.500005779	0.358643715	4.31E-05	0.507577	3.34E-07
Marveld2	0.336233447	0.056260395	-0.21374993	0.021362656	0.122483517	0.286110856
Marveld3	-0.099726322	0.622657596	-0.113126218	0.179657472	-0.21285254	0.018908655
Mas1	0.126774432	NA	-1.206298551	0.161455827	-1.079524119	0.292746077
Masp1	-0.069732056	0.968789192	1.367756826	0.013998216	1.29802477	0.024961987
Masp2	-0.677555105	0.720348142	1.178099	0.122655637	0.500543895	0.563634675
Mast1	-0.736754759	3.01E-07	-0.859126663	6.92E-26	-1.595881422	2.28E-60
Mast2	-0.09955049	0.597697376	0.20426058	0.005466915	0.10471009	0.251570612
Mast3	-0.352446684	0.033561759	-0.460361739	4.40E-08	-0.812808423	9.12E-18
Mast4	-0.151418858	0.336748705	-0.040427306	0.641386562	-0.191846164	0.018148081
Mastl	0.391100758	0.677156238	-0.92783361	0.008461065	-0.536732852	0.212704528
Mat1a	-0.277962144	0.038815766	-0.129443249	0.083295751	-0.407405392	1.79E-07
Mat2a	0.752477761	5.04E-05	0.053706101	0.704926707	0.806183863	4.39E-11
Mat2b	0.240306373	0.090608344	0.297930271	1.71E-05	0.538236644	3.35E-12
Matk	-0.966743293	0.127556921	0.738871988	0.023892462	-0.227871305	0.578319132
Matn2	0.051317247	0.892032702	0.179325108	0.166800291	0.230642355	0.104553785
Matn4	-1.953724194	NA	-0.749161539	0.728644168	-2.702885733	0.266379728
Matr3	-0.030101306	0.939683354	-0.064029087	0.676357003	-0.094130394	0.563256667
Mau2	-0.285133151	0.008095993	0.036230963	0.625259234	-0.248902188	0.000223968
Mavs	-0.039880907	0.902559935	-0.176761483	0.103235268	-0.21664239	0.076734603
Max	0.148989463	0.324720269	0.462652042	2.39E-13	0.611641505	2.80E-17
Maz	-0.07607201	0.742052952	-0.186134757	0.025639699	-0.262206767	0.004927033
Mb21d1	-0.403416892	0.74793409	1.796271479	0.000113143	1.392854587	0.002873737
Mb21d2	0.359541194	0.120969829	0.595948018	3.40E-08	0.955489212	1.36E-14
Mbd1	-0.043504993	0.86703517	0.344649428	2.11E-05	0.301144435	0.001510216
Mbd2	0.116664826	0.397370425	0.075717987	0.254174222	0.192382813	0.004956169
Mbd3	-0.016512539	0.966985271	0.197011626	0.110536412	0.180499087	0.206469253
Mbd4	-0.138240932	0.78073573	-0.009823414	0.966546109	-0.148064347	0.515722781
Mbd5	-0.338046205	0.026080416	-0.000581506	0.995873864	-0.338627711	0.000222949
Mbd6	-0.300756254	0.149415681	-0.0379047	0.771014605	-0.338660954	0.003325125
Mbip	-0.164308628	0.642318799	0.126156593	0.413322138	-0.038152035	0.845736269
Mbl2	-0.10706527	NA	-0.603426481	0.798735233	-0.710491751	0.743163093
Mblac1	-0.047784468	0.938532186	0.100127697	0.671930262	0.052343228	0.848843411
Mblac2	0.059411265	0.882143483	-0.366449116	0.00389894	-0.30703785	0.03935755
Mbnl1	-0.22345655	0.35751711	0.177725974	0.119044191	-0.045730576	0.760330873
Mbnl2	-0.203055442	0.406071904	0.300077542	0.004631048	0.0970221	0.483071432
Mbnl3	0.57512194	NA	-0.512194452	0.659041337	0.062927488	0.964091047
Mboat1	0.568457209	0.649373431	-0.000832412	0.998941353	0.567624797	0.347112546
Mboat2	-0.067442881	0.762235404	-0.549434329	5.98E-14	-0.61687721	3.22E-13
Mboat4	0.286093834	NA	0.391525211	0.759400285	0.677619044	0.64739825
Mboat7	-0.001066	0.996843437	-0.160358693	0.058119869	-0.161424693	0.093216109
Mbp	-0.204894336	0.046926201	-0.13246446	0.015378802	-0.337358796	1.17E-08
Mbtd1	-0.13136072	0.777732106	0.002995044	0.989351444	-0.128365677	0.546750407
Mbtps1	-0.004869417	0.98109952	-0.088314381	0.180030374	-0.093183799	0.213881215
Mbtps2	0.148129447	0.658951895	0.211537434	0.116961867	0.359666881	0.01367812
Mc4r	-0.879994026	0.289967063	2.680109599	6.58E-14	1.800115573	1.24E-05
Mc5r	2.037273668	NA	0.926466766	0.722347997	2.963740433	0.295042516
Mcam	-0.51842794	0.455381617	-2.650063085	1.16E-22	-3.168491025	2.51E-24
Mcat	-0.066765282	0.843659728	0.173478249	0.153235784	0.106712967	0.472756509
Mcc	-0.406898322	0.114662815	0.353930504	0.006315693	-0.052967819	0.767014876
Mccc1	0.147335625	0.612110325	-0.29712527	0.008819996	-0.149789645	0.286495486
Mccc1os	1.057808092	NA	-0.511416967	0.626380998	0.546391124	0.613586375
Mccc2	-0.123545257	0.640052181	0.209988019	0.044651889	0.086442762	0.513535962
Mcee	0.497020347	0.02390322	-0.635460845	2.40E-08	-0.138440498	0.357113662
Mcf2l	-0.393147041	0.000341835	-0.426323879	3.20E-12	-0.819470921	3.37E-32
Mcfd2	0.388659512	0.01809815	0.92905814	3.70E-29	1.317717652	6.40E-44
Mcl1	-0.064158975	0.713346285	0.142310506	0.027641964	0.078151531	0.326185586
Mcm10	-0.179459763	0.895576053	0.48073885	0.335574515	0.301279087	0.595305644
Mcm2	0.280040428	0.367625674	-0.350756915	0.010617709	-0.070716487	0.707250591
Mcm3	0.177241986	0.77897966	-0.45123988	0.041162042	-0.273997894	0.328398413
Mcm3ap	-0.138190172	0.389982608	-0.23274562	0.000725133	-0.370935792	1.67E-06
Mcm4	0.051590539	0.889511956	-0.260307551	0.029058481	-0.208717012	0.144451724
Mcm5	-0.71570564	0.153528203	-0.73724183	0.001667982	-1.45294747	8.57E-08
Mcm6	-0.145374896	0.634792417	-0.519459365	3.19E-06	-0.664834261	2.70E-07
Mcm7	0.166414665	0.523529237	0.2808486	0.007421422	0.447263265	0.000164851
Mcm8	0.248897992	0.642325541	-0.212562584	0.351321764	0.036335408	0.906865004
Mcm9	-0.058043443	0.868966374	-0.366603209	0.000780381	-0.424646652	0.000971533
Mcmbp	-0.131607469	0.425053314	0.197543776	0.005152281	0.065936307	0.474368375
Mcmdc2	1.054721886	NA	-0.694063292	0.64916412	0.360658594	0.854006381
Mcoln1	0.223936423	0.152688603	-0.043027423	0.648407793	0.180909	0.043164123
Mcoln3	0.903491437	0.014171699	-1.056440908	3.25E-08	-0.152949471	0.573215891
Mcph1	-0.084723507	0.793640173	0.915706848	2.18E-18	0.830983341	6.19E-12
Mcrs1	-0.030915098	0.921844329	0.205231445	0.044370347	0.174316348	0.147698522
Mctp1	1.066420283	0.013001848	-0.045454711	0.885948983	1.020965572	0.000108613
Mctp2	-0.49268966	0.164764068	0.985556143	8.05E-10	0.492866483	0.012850951
Mcts1	0.231751179	0.459720189	0.019937926	0.91099058	0.251689105	0.109900354
Mcts2	0.020302973	0.977882858	-0.440356255	0.048540799	-0.420053282	0.100891831
Mcu	0.25016477	0.236712517	0.404736376	1.92E-05	0.654901146	9.29E-10
Mcur1	0.051498798	0.844730315	-0.101850042	0.300548328	-0.050351244	0.674316707
Mdc1	-0.166315239	0.279277408	0.031646573	0.720348496	-0.134668666	0.108539785
Mdfi	0.256435172	0.806577194	-1.248975301	0.000284793	-0.992540129	0.021498705
Mdfic	-0.306361119	0.599277867	0.346947966	0.160362179	0.040586847	0.90412447
Mdga1	-0.474840564	0.76520355	-0.126126394	0.864099825	-0.600966958	0.404290333
Mdga2	0.218344314	0.917086651	-0.62695905	0.392239968	-0.408614735	0.656133842
Mdh1	0.275902068	0.076789305	0.263231361	0.000779211	0.539133429	3.95E-10
Mdh1b	1.067902637	0.204552571	0.126747754	0.80270483	1.194650391	0.009962071
Mdh2	0.226100281	0.326735304	0.033363621	0.802504829	0.259463902	0.030524177
Mdk	0.017713447	0.991640112	-0.622929351	0.247440486	-0.605215904	0.30621518
Mdm1	-0.301848459	0.019229217	-0.07014247	0.383290655	-0.371990929	1.43E-06
Mdm2	0.000155815	0.998886042	0.340126122	1.81E-07	0.340281937	6.33E-06
