Gene Name	deltaFC_Male	interaction_padj_Male	FC_Male_6hr_TGvsDMSO	padj_Male_6hr_TGvsDMSO	FC_Male_12hr_TGvsDMSO	padj_Male_12hr_TGvsDMSO
Nap1l4	0.120706899	0.287281591	0.209485516	0.000317035	0.330192415	3.14E-08
Nap1l5	-0.356822359	0.104611159	-0.091234355	0.538619347	-0.448056715	0.000448835
Napa	0.095458912	0.411884337	0.166281654	0.004319155	0.261740565	9.79E-06
Napb	0.08375235	0.805696018	1.77349871	7.13E-42	1.85725106	2.61E-40
Napepld	-0.376637849	0.094099502	-0.359835415	0.004631692	-0.736473264	1.13E-08
Napg	-0.089543291	0.626862117	0.399993416	8.07E-07	0.310450125	0.000369199
Naprt	-0.055699465	0.914180401	-0.346165097	0.104830314	-0.401864563	0.066162687
Napsa	-0.867663789	NA	-1.524112749	0.429460759	-2.391776539	0.108853842
Narf	-0.14888733	0.653175551	-0.201950354	0.22287116	-0.350837684	0.028920458
Narfl	0.008195067	0.977276967	0.356359845	0.000572888	0.364554912	0.000765874
Nars	0.198222613	0.104368381	1.560627156	4.47E-137	1.75884977	1.83E-152
Nars2	-0.105352784	0.604501086	0.603205299	9.97E-12	0.497852515	1.73E-07
Nasp	0.088344074	0.740875012	-0.080602901	0.562492721	0.007741173	0.961454622
Nat1	1.014420803	NA	-0.385847074	0.718235098	0.628573729	0.54097552
Nat10	0.172427021	0.232124123	0.334699587	6.31E-06	0.507126608	4.48E-11
Nat14	-0.095173092	0.771700748	0.21977874	0.14190529	0.124605648	0.450542681
Nat2	0.301140247	0.494798741	-0.155837334	0.5441141	0.145302913	0.575081283
Nat6	0.24728888	0.182075746	0.564175114	2.71E-09	0.811463994	8.54E-16
Nat8l	-0.380127712	NA	0.963392775	0.529570432	0.583265062	0.796241887
Nat9	0.420216107	0.005421771	0.39888878	7.72E-06	0.819104887	2.19E-19
Natd1	0.332456655	0.028131583	0.24356376	0.006861558	0.576020415	1.16E-10
Nav1	-0.268902988	0.152633402	-0.59001864	1.75E-09	-0.858921628	6.60E-17
Nav2	-0.470166471	0.002138118	-0.612453868	6.10E-12	-1.082620339	2.98E-31
Nav3	-0.691337254	0.176538653	-0.709578016	0.011949929	-1.400915271	7.21E-07
Nbas	-0.104589771	0.517963479	0.912027987	2.76E-37	0.807438216	4.63E-26
Nbea	-0.3879223	0.000636762	0.024565985	0.788622978	-0.363356315	4.87E-07
Nbeal1	-0.5171675	0.009673035	0.046349771	0.763839315	-0.470817729	0.000158019
Nbeal2	-0.41629537	0.000349542	-1.115883849	4.44E-62	-1.532179219	4.72E-101
Nbl1	-0.10054734	0.791633698	-0.446363572	0.004963012	-0.546910912	0.001028783
Nbn	-0.056550067	0.832534142	0.280461646	0.010651799	0.223911578	0.059708839
Nbr1	-0.100389622	0.471134784	0.247832391	0.000194856	0.147442769	0.04491008
Ncald	-0.269284913	0.117096513	0.092698587	0.403750566	-0.176586326	0.093929999
Ncam1	0.048077102	0.835213194	-0.168224254	0.093389045	-0.120147152	0.263360861
Ncam2	-0.233432413	0.730688822	0.084051688	0.826877602	-0.149380725	0.687487005
Ncan	0.430307746	NA	0.198193219	0.922576364	0.628500966	0.725058988
Ncapd2	0.005466833	0.985165771	-0.418379264	2.95E-05	-0.412912431	0.000108628
Ncapd3	-0.277435557	0.036211053	0.057811506	0.53047115	-0.21962405	0.007254663
Ncapg	1.303473278	NA	0.462646308	0.611044701	1.766119586	0.039956555
Ncapg2	0.252242729	0.370537155	-0.249025643	0.096931524	0.003217086	0.98918443
Ncaph	1.12842799	NA	-0.683666026	0.504680721	0.444761964	0.718684991
Ncaph2	0.144261874	0.342716429	0.242322862	0.001761243	0.386584736	9.63E-07
Ncbp1	0.141582769	0.285242798	0.303831966	5.45E-06	0.445414735	1.32E-10
Ncbp2	0.030205084	0.868894267	0.269760285	0.000207866	0.299965369	8.35E-05
Nccrp1	2.874654088	NA	-2.874654088	0.22690217	0	1
Ncdn	-0.072815793	0.689904182	0.483440235	3.31E-10	0.410624442	6.19E-07
Nceh1	-0.053293755	0.784097619	-0.019633569	0.854969846	-0.072927324	0.45151675
Ncf1	-0.749380461	0.302992923	-1.121084062	0.003189212	-1.870464524	8.44E-07
Ncf2	-0.189461722	0.869398911	-1.644734983	0.000347252	-1.834196705	0.000135508
Ncf4	-0.724117485	NA	-0.498160023	0.525841463	-1.222277508	0.094489962
Nck1	-0.271090323	0.054780327	0.563942587	1.78E-13	0.292852263	0.000528186
Nck2	0.269128902	0.142482862	-0.26293328	0.01071288	0.006195622	0.964860159
Nckap1	-0.071525033	0.480463743	-0.263329899	2.16E-08	-0.334854932	1.20E-11
Nckap1l	0.156876013	0.82599976	-1.302027064	5.42E-06	-1.145151051	0.000113657
Nckap5	-0.062498213	0.901755214	1.37500194	6.97E-14	1.312503727	9.99E-11
Nckap5l	-0.220493246	0.599621393	-1.0188528	5.66E-08	-1.239346046	1.36E-10
Nckipsd	-0.027038444	0.935316991	-0.060999321	0.697457829	-0.088037766	0.567266728
Ncl	0.111693795	0.466900055	0.605472341	5.55E-18	0.717166136	4.42E-22
Ncln	0.356317296	0.029161299	0.264873502	0.006264728	0.621190798	1.17E-10
Ncmap	-0.668513638	0.066377625	-0.418436268	0.047340732	-1.086949907	5.61E-07
Ncoa1	-0.30098856	0.006997793	0.026706015	0.757453702	-0.274282545	8.39E-05
Ncoa2	-0.195521746	0.080832733	0.015747396	0.850690454	-0.17977435	0.007711451
Ncoa3	-0.231197453	0.116746761	0.384624011	1.17E-06	0.153426559	0.090050022
Ncoa4	0.131435972	0.47545164	-0.376758713	1.49E-05	-0.245322742	0.010031931
Ncoa5	0.022774287	0.897792223	0.140104271	0.05502331	0.162878558	0.031340445
Ncoa6	-0.387589146	0.005814502	0.18868065	0.031934593	-0.198908496	0.030847109
Ncoa7	-0.544370235	0.000109762	0.043533707	0.694296161	-0.500836528	3.32E-08
Ncor1	-0.363959947	0.001213391	-0.024725758	0.78296553	-0.388685705	3.55E-08
Ncor2	-0.340820728	0.076920868	-0.305582337	0.005706383	-0.646403065	5.47E-09
Ncs1	-0.086178585	0.905917609	-0.3046204	0.351462289	-0.390798985	0.230371427
Ncstn	0.079807205	0.506259856	-0.029443046	0.681883343	0.05036416	0.463255099
Ndc1	0.472423904	0.311040606	-0.209373443	0.45403101	0.263050462	0.35104713
Ndc80	0.838739748	0.311231986	2.832248801	1.76E-16	3.670988549	8.44E-15
Nde1	0.237095276	0.269477122	-0.025939734	0.85962655	0.211155542	0.090382476
Ndel1	-0.096277641	0.504804905	0.455211557	3.98E-12	0.358933916	3.51E-07
Ndfip1	0.062879504	0.578081623	-0.130196861	0.015382158	-0.067317357	0.263746921
Ndfip2	0.201693944	0.12284035	-0.140549557	0.066664604	0.061144388	0.482717208
Ndn	0.330230168	0.097445127	0.009136994	0.952629233	0.339367162	0.003921021
Ndnf	-5.63829735	NA	1.977735877	0.450212887	-3.660561473	0.171866819
Ndnl2	0.081598511	0.664051558	0.041601475	0.693142562	0.123199986	0.193663034
Ndor1	-0.082936301	0.662675646	0.538363476	2.66E-11	0.455427175	1.38E-07
Ndrg1	0.274626916	0.027681156	0.132335397	0.089131176	0.406962313	4.26E-08
Ndrg2	0.225115664	0.840266218	-1.427433622	0.002269118	-1.202317958	0.010279729
Ndrg3	-0.174623257	0.049709463	-0.343072378	1.82E-12	-0.517695636	2.42E-24
Ndrg4	-0.058511715	0.843125831	-0.336921306	0.004966721	-0.395433021	0.001663871
Ndst1	0.007872385	0.966565224	-0.378388504	7.96E-09	-0.370516118	1.02E-07
Ndst2	0.018177562	0.944503461	-0.611692114	1.39E-10	-0.593514551	4.61E-09
Ndst4	-1.580989289	8.40E-06	-0.489105091	0.031934593	-2.07009438	1.79E-18
Ndufa1	0.45258095	0.00496472	-0.281360459	0.00454696	0.171220491	0.111802436
Ndufa10	0.117358515	0.453158755	0.108300649	0.19970594	0.225659164	0.004933932
Ndufa11	0.294254521	0.103673414	-0.040770558	0.754980639	0.253483963	0.019578275
Ndufa12	0.312188806	0.045762545	0.14737428	0.133640952	0.459563086	5.25E-07
Ndufa13	0.420498002	0.002325853	-0.25627919	0.002641107	0.164218813	0.076379736
Ndufa2	0.424206968	0.024981112	0.173115969	0.15432016	0.597322937	1.19E-07
Ndufa3	0.371951045	0.042026039	-0.351105399	0.000988991	0.020845646	0.880930822
Ndufa4	0.199911727	0.163147641	-0.665836573	1.74E-19	-0.465924846	2.76E-09
Ndufa4l2	0.784694337	0.37043574	0.773127917	0.106844503	1.557822254	0.000638581
Ndufa5	0.281483229	0.139282261	0.004055939	0.977976671	0.285539167	0.009955343
Ndufa6	0.179768866	0.273219933	-0.148434711	0.107851168	0.031334155	0.775274857
Ndufa7	0.442445399	0.001000308	-0.118383402	0.200055425	0.324061996	0.000158149
Ndufa8	0.345064345	0.010232616	-0.097679467	0.285907673	0.247384877	0.003474373
Ndufa9	-0.077043728	0.617334035	-0.491960176	1.82E-13	-0.569003904	6.35E-16
Ndufab1	0.302674153	0.099504616	-0.098581961	0.415329346	0.204092191	0.070039441
Ndufaf1	-0.033742522	0.940773505	-0.140036857	0.49316639	-0.173779379	0.391942984
Ndufaf2	0.36526819	0.210243438	-0.167703127	0.351462289	0.197565063	0.266376779
Ndufaf3	0.324932749	0.042641023	0.048153175	0.679741571	0.373085924	8.85E-05
Ndufaf4	0.231618255	0.400229714	0.752693006	9.27E-09	0.984311262	1.16E-12
Ndufaf5	-0.247289846	0.373650115	0.11386168	0.492045877	-0.133428166	0.422588184
Ndufaf6	0.016921128	0.967985059	0.533546674	0.00054172	0.550467802	0.000470439
Ndufaf7	0.099628099	0.677589735	0.01313871	0.92720435	0.112766809	0.3652943
Ndufb10	0.436749967	0.0002512	-0.097543483	0.247551535	0.339206483	9.58E-06
Ndufb11	0.249131227	0.05940157	-0.070273338	0.429292854	0.178857889	0.027946847
Ndufb2	0.337302367	0.043896411	-0.191932472	0.06187674	0.145369895	0.179623485
Ndufb3	0.358520463	0.023343764	-0.355962757	0.00010863	0.002557706	0.986181544
Ndufb4	1.018476587	0.007368296	-0.80757614	0.000508853	0.210900447	0.429778954
Ndufb5	0.123342287	0.470343806	-0.086662832	0.367604075	0.036679455	0.727363825
Ndufb6	0.398499134	0.011007197	-0.213979228	0.029088571	0.184519906	0.07154784
Ndufb7	0.610964487	0.001541673	-0.313114016	0.009945076	0.297850471	0.019245211
Ndufb8	0.147327539	0.373702815	-0.367444935	6.12E-06	-0.220117396	0.01342697
Ndufb9	0.468692795	1.55E-06	0.002750443	0.975540445	0.471443238	1.08E-13
Ndufc1	0.18778221	0.320200059	-0.190202568	0.067019004	-0.002420358	0.987354232
Ndufc2	0.024544549	0.904452021	0.072333223	0.442003051	0.096877772	0.294102045
Ndufs1	-0.204122867	0.231684173	-0.100019998	0.331491601	-0.304142865	0.001309126
Ndufs2	0.048265963	0.755799665	-0.018606781	0.82952073	0.029659182	0.724669592
Ndufs3	0.138157486	0.378766939	0.171705656	0.036828047	0.309863142	0.000145787
Ndufs4	0.082597314	0.71791453	-0.117726972	0.30078049	-0.035129659	0.784916967
Ndufs6	0.306494266	0.036426841	-0.167156349	0.065631729	0.139337917	0.139729897
Ndufs7	0.478819614	0.007024365	-0.145414755	0.224600313	0.333404859	0.003056077
Ndufs8	0.336404869	0.03707216	0.02356722	0.849879709	0.359972089	0.000205449
Ndufv1	0.48664501	7.18E-06	-0.047578592	0.574746016	0.439066418	4.87E-10
Ndufv2	0.089007657	0.563711037	-0.044461098	0.614260271	0.044546559	0.618132636
Ndufv3	0.299313322	0.052955176	-0.094184145	0.359544105	0.205129177	0.032295921
Neat1	0.078512847	0.862990383	0.352324285	0.068874098	0.430837132	0.029710679
Neb	-0.585469543	0.31617466	0.46282254	0.144672812	-0.122647003	0.754134522
Nebl	-1.039290956	0.000473171	-0.15972179	0.462176954	-1.199012746	2.16E-10
Necab1	-6.829714722	NA	5.460779726	0.231867454	-1.368934996	0.802258723
Necab2	-0.535023423	0.032172427	-0.401577849	0.006226181	-0.936601272	2.35E-10
Necab3	0.840402087	NA	-0.391296059	0.867576022	0.449106027	0.840390107
Necap1	0.076358354	0.630067642	0.133806281	0.080183215	0.210164635	0.005993773
Necap2	0.102789905	0.605257597	0.870340295	1.48E-24	0.9731302	9.52E-27
Nedd1	0.084553237	0.750481218	0.123738499	0.341034619	0.208291736	0.096902491
Nedd4	-0.252495066	0.000858526	-0.266770808	2.83E-09	-0.519265873	7.82E-29
Nedd4l	-0.4091314	0.002763223	-0.55336243	2.52E-12	-0.96249383	3.80E-31
Nedd8	0.290588066	0.063140106	-0.104320051	0.305834067	0.186268016	0.055444425
Nedd9	-0.199916427	0.207701557	1.385220898	3.27E-72	1.185304471	9.04E-45
Nefh	0.092034586	0.789159042	-0.370793133	0.010302437	-0.278758547	0.081152046
Nefl	-1.313972009	NA	1.898048456	0.511131359	0.584076446	0.873010217
Nefm	-0.440646632	0.100568508	0.497413458	0.000940044	0.056766826	0.769051829
Negr1	-0.279730547	0.172556029	-0.38456017	0.000519399	-0.664290717	2.89E-09
Neil1	-0.046060603	0.897792223	-0.277431426	0.062904058	-0.323492029	0.033915446
Neil2	0.356396195	0.097950458	-0.107643499	0.450280691	0.248752696	0.059245457
Neil3	-3.712552474	NA	1.368636961	0.226450253	-2.343915513	0.029199365
Nek1	-0.180094899	0.299767743	1.12336847	1.29E-41	0.943273571	2.47E-26
Nek10	-0.285591663	0.633364193	-0.946827889	0.000435363	-1.232419552	9.74E-06
Nek11	0.595950748	0.076318803	1.297824215	4.50E-13	1.893774962	4.02E-23
Nek2	-0.985209553	NA	0.517119995	0.547252092	-0.468089558	0.615921654
Nek3	0.403818054	0.365161831	-0.040640707	0.890500492	0.363177346	0.154678517
Nek4	-0.003211494	0.991807192	0.243569136	0.042410554	0.240357642	0.056312653
Nek5	-0.544235419	0.115740568	-0.676217062	0.000362737	-1.220452481	3.77E-10
Nek6	0.532738704	0.074934483	-0.38148939	0.029267489	0.151249314	0.459151691
Nek7	-0.133497264	0.425856685	0.029978601	0.778542377	-0.103518664	0.27874813
Nek8	-0.277553931	0.554993894	0.096349584	0.731479727	-0.181204347	0.495612371
Nek9	-0.015963601	0.910113476	0.090845264	0.125192402	0.074881662	0.232979363
Nelfa	-0.02616148	0.92786686	0.369538778	0.00076065	0.343377298	0.003230677
Nelfb	0.011661997	0.943319125	-0.091820018	0.182238538	-0.080158021	0.26629845
Nelfcd	-0.044811668	0.830046675	-0.577530924	5.65E-13	-0.622342592	2.49E-13
Nelfe	0.360447285	0.003942361	0.639670567	3.93E-19	1.000117852	1.14E-40
Nell1	-0.500867088	9.35E-05	-0.391667076	5.74E-07	-0.892534164	1.38E-28
Nell2	-5.035796003	NA	3.906360569	0.049967993	-1.129435434	0.625216127
Nemf	-0.437871253	0.001949588	0.595832441	3.84E-13	0.157961189	0.100655941
Nenf	0.450643714	0.000684015	-0.399420458	7.12E-07	0.051223256	0.614335263
Neo1	-0.236744944	0.017226378	-0.106517517	0.089053114	-0.343262461	9.86E-09
Nes	-0.921439531	0.011597599	-1.006943558	1.49E-06	-1.92838309	1.99E-18
Nespas	2.257736634	NA	-2.104044686	0.040393525	0.153691948	0.88319492
Net1	-0.292845571	0.176596425	-0.772200325	3.56E-12	-1.065045896	9.53E-20
Neto2	-0.315555736	0.673623942	0.329328389	0.388395135	0.013772653	0.977775004
Neu1	0.404728375	0.003877385	-0.16748416	0.062435539	0.237244216	0.008791838
Neu2	-0.421908067	0.618061067	-0.872465301	0.031501874	-1.294373368	0.001269628
Neu3	0.137345585	0.832675237	-0.263765407	0.385893876	-0.126419822	0.706428513
Neurl1a	0.004314772	0.986870612	0.145822192	0.177531565	0.150136964	0.175487359
Neurl1b	-1.104528648	0.054170914	-2.585020435	5.42E-18	-3.689549083	5.09E-28
Neurl2	0.190217714	NA	0.437917931	0.536946542	0.628135644	0.357323822
Neurl3	-1.325693849	0.000928174	-0.173759371	0.54835766	-1.499453221	5.38E-09
Neurl4	-0.095356426	0.583137113	0.201198492	0.014554891	0.105842066	0.250881416
Neurod1	-0.219884047	0.124165149	-0.39042572	3.18E-07	-0.610309767	1.58E-14
Neurog3	-0.287250144	0.755952996	-2.080642794	2.37E-08	-2.367892938	3.62E-09
Nexn	-0.303994379	NA	-2.220358075	0.00526842	-2.524352454	0.007940228
Nf1	-0.576047184	0.000153978	0.139777261	0.184391295	-0.436269923	9.55E-06
Nf2	0.084345413	0.4869659	0.081092102	0.212671422	0.165437515	0.007881553
Nfam1	0.757754616	0.43460756	-2.431337992	4.61E-07	-1.673583376	0.000425189
Nfasc	-0.258857521	0.177223788	-0.105041714	0.382140344	-0.363899235	0.000785973
Nfat5	-0.55050852	0.001791627	-0.216572137	0.057068238	-0.767080658	2.07E-12
Nfatc1	-0.091580073	0.69912301	0.190610088	0.088744475	0.099030015	0.423327041
Nfatc2	-0.593876674	7.28E-05	-1.191567733	2.12E-42	-1.785444407	1.21E-80
Nfatc2ip	-0.177332716	0.70245504	0.391849667	0.071230042	0.21451695	0.370953704
Nfatc3	-0.350760613	0.027090563	0.205358133	0.033329393	-0.14540248	0.165152543
Nfatc4	0.984617576	NA	-2.089703353	0.014100172	-1.105085777	0.198348557
Nfe2	1.439185874	NA	4.32498181	0.014009471	5.764167684	0.001835802
Nfe2l1	0.153786964	0.089904672	0.903186833	2.94E-82	1.056973797	1.26E-98
Nfe2l2	-0.241654802	0.088601281	-0.229556265	0.004327701	-0.471211066	6.72E-09
Nfe2l3	-1.8404084	NA	-0.122321539	0.95786517	-1.962729939	0.304509041
Nfia	0.063571475	0.879551937	-0.563122509	0.000665112	-0.499551034	0.005170094
Nfib	-1.29625198	0.012350987	-0.478864246	0.141810398	-1.775116226	3.80E-08
Nfic	-0.282333078	0.059790582	-0.374530221	7.08E-06	-0.656863299	2.42E-14
Nfil3	0.521723102	0.233347647	2.678895462	5.46E-36	3.200618564	2.89E-44
Nfix	-0.202000278	0.465180687	-0.921207307	3.02E-13	-1.123207585	9.26E-17
Nfkb1	0.058731703	0.651086936	0.35884843	1.01E-10	0.417580132	1.25E-12
Nfkb2	0.122133326	0.559461528	1.357388134	1.27E-51	1.47952146	2.03E-52
Nfkbia	-0.668584043	0.000826542	0.509845652	2.15E-05	-0.158738391	0.270411523
Nfkbib	0.270704642	0.165193946	0.835607075	7.56E-17	1.106311717	5.10E-26
Nfkbid	-0.374175876	0.506678915	0.131216355	0.684695083	-0.242959521	0.467418206
Nfkbie	-0.022372605	0.965066907	0.084553642	0.723277211	0.062181038	0.800653467
Nfkbil1	0.263290086	0.222407527	0.994823138	1.55E-20	1.258113224	1.88E-28
Nfkbiz	0.069289251	0.789548916	1.521307596	1.56E-52	1.590596846	6.04E-50
Nfrkb	-0.311019062	0.079215774	0.089426405	0.446960339	-0.221592658	0.042808852
Nfs1	0.25043519	0.044469165	-0.427981122	5.32E-10	-0.177545931	0.021619578
Nfu1	0.670669235	5.94E-06	0.68051083	5.04E-14	1.351180065	1.84E-46
Nfx1	-0.115989593	0.31728339	0.447955485	1.27E-15	0.331965892	3.90E-08
Nfxl1	-0.285650604	0.075407329	1.3752063	8.09E-60	1.089555696	1.46E-33
Nfya	0.07042054	0.831189555	-0.137219572	0.374848261	-0.066799033	0.692931866
Nfyb	0.267066828	0.187237849	0.102104216	0.421742177	0.369171044	0.001262984
Nfyc	-0.224649854	0.259946164	0.07047527	0.576249957	-0.154174584	0.193657949
Ngb	-0.090946817	0.945635598	-0.379522482	0.551338309	-0.470469299	0.423528129
Ngdn	0.113906013	0.464203732	0.885996332	1.06E-36	0.999902345	9.39E-41
Ngef	-0.385740543	0.559905442	-0.217550152	0.564203903	-0.603290695	0.073290068
Ngf	0.221744372	0.728252558	0.056166178	0.878894652	0.27791055	0.394366164
Ngfr	-2.520253594	NA	1.653143387	0.246984813	-0.867110207	0.581155462
Ngfrap1	0.042644334	0.799201825	0.112684995	0.134846041	0.155329329	0.039973744
Ngly1	0.067130243	0.758464847	0.539433672	1.01E-09	0.606563915	8.77E-11
Ngrn	0.180163801	0.143261762	0.899860426	4.74E-47	1.080024228	2.13E-59
Nhej1	0.300387155	0.709228523	-0.344226935	0.400802044	-0.043839779	0.927582922
Nhlrc1	0.478240264	0.067217618	0.146961928	0.388891313	0.625202192	5.82E-05
Nhlrc2	-0.232191437	0.121548297	0.340065429	3.02E-05	0.107873992	0.257543999
Nhlrc3	0.313689788	0.18299989	0.14852268	0.302169732	0.462212468	0.000497483
Nhp2	0.694770414	0.00114197	0.220448655	0.121497674	0.915219069	4.97E-12
Nhp2l1	0.190539639	0.373915457	0.340335145	0.001631293	0.530874784	1.42E-06
Nhs	0.671178214	0.463056418	-0.797806479	0.096355868	-0.126628264	0.825317869
Nhsl1	-0.118534955	0.686654103	0.379529711	0.003680441	0.260994756	0.06717101
Nhsl2	-0.318624504	0.179180574	-0.729158515	2.02E-09	-1.047783019	5.17E-16
Nicn1	0.405522357	0.010315066	-0.097034592	0.380253124	0.308487765	0.001800244
Nid1	-0.165683654	0.714156802	-1.486500267	1.00E-15	-1.652183921	1.07E-16
Nid2	-1.145698335	0.001746435	-1.085216324	3.47E-07	-2.23091466	1.21E-22
Nif3l1	-0.020686783	0.940773505	0.373331972	0.000359156	0.352645189	0.00141425
Nifk	0.178566988	0.307038013	0.664648232	3.51E-15	0.84321522	7.57E-21
Nim1k	-0.261150753	0.385292275	0.156443084	0.372358741	-0.104707669	0.570005143
Nin	0.491270417	0.011951502	-0.401985187	0.000527358	0.08928523	0.530948878
Ninj1	0.191670464	0.222366162	0.830174435	1.31E-26	1.021844899	2.48E-35
Ninl	0.235070234	0.843766455	-0.364903038	0.513926747	-0.129832803	0.841196954
Nip7	0.360909789	0.033244692	0.689583937	1.70E-13	1.050493727	9.54E-27
Nipa1	0.280106595	0.115553851	-0.123955815	0.267699356	0.156150779	0.157840759
Nipa2	-0.126203378	0.555247005	0.163090485	0.131452883	0.036887107	0.775264784
Nipal1	-0.52619079	0.002047335	-1.422682803	2.37E-49	-1.948873593	2.13E-79
Nipal2	0.013829644	0.951820628	0.306544922	0.000349717	0.320374566	0.000390804
Nipal3	0.242629101	0.020072262	0.256745091	1.94E-05	0.499374192	6.24E-16
Nipal4	0.198103463	NA	-2.00671525	0.429292854	-1.808611787	0.425371617
Nipbl	-0.549203398	4.11E-06	0.100595479	0.24233197	-0.448607919	1.06E-08
Nipsnap1	0.06686381	0.724187679	-0.260546733	0.001599254	-0.193682924	0.029909977
Nipsnap3b	0.401582729	0.005181529	0.110416733	0.259538304	0.511999462	5.52E-09
Nisch	-0.332708892	0.011589607	-0.353942518	3.80E-06	-0.686651411	2.82E-18
Nit1	-0.112152852	0.556520547	-0.127701375	0.193317198	-0.239854227	0.01180871
Nit2	0.500064942	0.172752932	-0.607879039	0.002692912	-0.107814097	0.660354652
Nkain1	0.35811177	NA	-2.378602832	0.003655791	-2.020491063	0.033428168
Nkain3	3.099978878	NA	-0.769016158	0.695490904	2.33096272	0.325176478
Nkap	0.186442148	0.454991963	-0.33299222	0.006933071	-0.146550072	0.295810671
Nkapl	0.78741071	0.188904239	-0.984967227	0.002727754	-0.197556517	0.616859456
Nkd1	-0.604509481	NA	0.172273985	0.925397771	-0.432235497	0.82006909
Nkd2	-0.435966205	NA	-1.160322263	0.136363504	-1.596288468	0.024049032
Nkiras1	0.059656653	0.782430068	0.298567708	0.000918309	0.358224361	0.00012133
Nkiras2	0.349283911	0.024918262	0.116267575	0.256736297	0.465551485	6.35E-07
Nkpd1	1.033412479	NA	-0.596208259	0.547790286	0.43720422	0.674132275
Nkrf	-0.421768004	0.045464894	0.584516619	7.23E-07	0.162748614	0.242547375
Nktr	-0.393492415	0.001214014	0.602112195	1.48E-17	0.20861978	0.009031596
Nkx2-2	-0.214199993	0.079336549	-0.97670233	1.29E-52	-1.190902323	9.17E-69
Nkx2-2os	1.326113574	NA	-0.245206132	0.830721374	1.080907441	0.175165861
Nkx2-3	0.165462231	0.835266491	-0.002078952	0.996163621	0.163383278	0.691015188
Nkx6-1	-0.060468621	0.732818151	-0.555515112	1.63E-14	-0.615983732	9.79E-16
Nkx6-2	1.532891935	NA	-0.95158239	0.59281667	0.581309545	0.732975761
Nkx6-3	-1.279225193	NA	-1.905254415	0.374848261	-3.184479609	0.146219748
Nle1	0.447794624	0.063392941	0.550986633	4.37E-05	0.998781258	5.48E-13
Nlgn1	-0.993778931	0.234825682	0.148097153	0.791886929	-0.845681778	0.089029629
Nlgn2	-0.234809803	0.298908209	-0.525982167	3.34E-06	-0.760791969	9.96E-11
Nlgn3	-0.68881304	0.401107324	-0.504762572	0.26939633	-1.193575612	0.006197705
Nlk	-0.136695541	0.358203446	0.174312665	0.024742038	0.037617124	0.693046087
Nln	0.444434535	0.054106511	-0.143059134	0.347658911	0.301375401	0.03560505
Nlrc3	-0.249087535	NA	0.476847116	0.796680981	0.227759581	0.892763088
Nlrc4	-2.24418864	NA	-0.292649264	0.768032757	-2.536837904	0.011335868
Nlrc5	-0.934950129	0.21820302	0.724134314	0.088416462	-0.210815815	0.68075393
Nlrp1a	1.202707685	NA	-0.8976004	0.603763916	0.305107284	0.875104803
Nlrp1b	-1.230889652	NA	-1.196002746	0.389723442	-2.426892398	0.080627945
Nlrp3	-0.759154087	NA	-0.856979504	0.43987126	-1.616133591	0.129696329
Nlrp4f	0.226070037	NA	0.227207916	0.850053467	0.453277953	0.687250265
Nlrp5-ps	0.994333549	NA	-0.333939352	0.742667586	0.660394197	0.489747951
Nlrp6	0.18791231	NA	-2.595693402	0.39073778	-2.407781092	0.44795351
Nlrx1	-0.05400144	0.90920873	-0.230544746	0.265877898	-0.284546186	0.171591789
Nmb	-0.159669523	0.867232586	0.337244163	0.451325643	0.17757464	0.718879258
Nmbr	1.020498924	NA	-1.840245642	0.365382052	-0.819746717	0.667507595
Nmd3	-0.082602353	0.737179919	0.712286882	1.33E-12	0.629684529	5.45E-09
Nme1	0.436057808	0.002143851	0.291294248	0.000795093	0.727352056	5.56E-17
Nme2	0.673961701	4.15E-10	0.271543533	0.000146595	0.945505234	5.49E-40
Nme3	0.046142555	0.861014987	-0.525866433	2.82E-07	-0.479723878	8.61E-06
Nme4	0.197073212	0.686016511	-0.834950738	8.97E-05	-0.637877526	0.0048627
Nme5	0.105372304	0.912742411	-0.543956944	0.176604542	-0.43858464	0.309276813
Nme6	0.401071957	0.088488304	0.829239078	4.91E-11	1.230311036	1.53E-20
Nme7	-0.112508877	0.807298776	0.084257534	0.731621937	-0.028251343	0.912276613
Nmi	0.010255858	0.979222103	0.235978878	0.123947543	0.246234735	0.12476589
Nmnat1	0.274507714	0.537504417	-0.224070251	0.355205179	0.050437463	0.85604165
Nmnat2	0.275731183	0.518339194	0.150277682	0.536491968	0.426008864	0.055249944
Nmnat3	0.239476469	0.238354789	0.341366705	0.001396353	0.580843174	1.08E-07
Nmral1	0.072782558	0.815558441	0.114408067	0.449164873	0.187190625	0.194471069
Nmrk1	0.334262736	0.529217519	0.038893969	0.908235884	0.373156705	0.192456522
Nmt1	0.001639658	0.990304833	0.182935377	0.000453711	0.184575036	0.000788039
Nmt2	-0.417675448	0.003335859	-0.284838136	0.000932812	-0.702513584	6.28E-16
Nnat	-2.148351507	4.21E-08	-1.485311713	7.03E-10	-3.63366322	1.01E-43
Nnmt	-1.20146743	NA	1.082763825	0.534686139	-0.118703606	0.956847267
Nnt	0.128593251	0.437192933	0.192580707	0.023322549	0.321173958	0.000114228
Noa1	0.157883248	0.526391931	0.342701948	0.004050619	0.500585196	3.81E-05
Nob1	0.254864999	0.171178986	0.150253228	0.174225799	0.405118228	0.000107648
Noc2l	0.225490454	0.103884879	0.248722058	0.001332698	0.474212513	1.54E-09
